1105	Fri Aug 12 16:35:11 +0000 2011	4c3a5c593849c92883e3c2b1	{Bixby Knolls}	{33.832752326388494,-118.18534419740293,Long Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
1105	Wed Jul 06 17:56:08 +0000 2011	4b51edf4f964a520d85b27e3	{City of Renton}	{47.48412236498005,-122.19719831441034,Renton,WA,United States}	{Outdoors & Recreation,}
1105	Wed Jul 06 06:35:22 +0000 2011	4c5f59911e5cd13aea779fed	{Mama Tim's Kitchen}	{47.438233173663065,-122.21274972819124,Renton,WA,United States}	{Residence,}
1105	Wed Jul 06 03:09:34 +0000 2011	4b76f165f964a520e96c2ee3	{Nike Clearance Store}	{46.72431781054781,-122.97593721398836,Centralia,WA,United States}	{Shop & Service,Clothing Store,}
1105	Wed Jul 06 01:13:39 +0000 2011	40b13b00f964a52016f61ee3	{Widmer Brothers Gasthaus Pub}	{45.541079553591935,-122.67693532723226,Portland,OR,United States}	{Nightlife Spot,Food,}
1105	Wed Jul 06 00:54:49 +0000 2011	42829c80f964a5201b221fe3	{Voodoo Doughnut}	{45.52267600173158,-122.67316281795502,Portland,OR,United States}	{Food,}
1105	Tue Jul 05 23:55:40 +0000 2011	42a24080f964a520da241fe3	{Portland City Grill}	{45.52186416944047,-122.67624735832214,Portland,OR,United States}	{Nightlife Spot,Food,}
1105	Tue Jul 05 23:28:53 +0000 2011	42829c80f964a5201b221fe3	{Voodoo Doughnut}	{45.52267600173158,-122.67316281795502,Portland,OR,United States}	{Food,}
1105	Tue Jul 05 23:18:49 +0000 2011	4ced8dbc4cd4236af8b8a863	{Vista Ridge Tunnel}	{45.515820160835666,-122.69702911376953,Portland,OR,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Tue Jul 05 19:21:13 +0000 2011	4a7ddc21f964a520f0ef1fe3	{Tillamook Cheese Factory}	{45.48402580978778,-123.84432792663574,Tillamook,OR,United States}	{Shop & Service,Food,Food & Drink Shop,Professional & Other Places,}
1105	Tue Jul 05 19:08:09 +0000 2011	4bc9ec89511f9521cf88aec7	{Oregon Coast Scenic Railroad}	{45.55881701904113,-123.91172156759951,Garibaldi,OR,United States}	{Travel & Transport,Train Station,}
1105	Tue Jul 05 18:39:17 +0000 2011	4de7e371e4cdfedb8aa92b2b	{Rockwork Historic Highway Site}	{45.74457825479305,-123.96075876666667,Nehalem,OR,United States}	{Outdoors & Recreation,}
1105	Tue Jul 05 18:23:55 +0000 2011	4c2a3b97b34ad13a3df5e7ce	{Arcadia beach}	{45.846574902534485,-123.96054267883301,Arch Cape,OR,United States}	{Outdoors & Recreation,}
1105	Tue Jul 05 18:22:01 +0000 2011	4bafa807f964a52075143ce3	{Silver Point Interpretive Overlook}	{45.85564613342285,-123.96250605583191,,OR,United States}	{Outdoors & Recreation,}
1105	Tue Jul 05 17:37:09 +0000 2011	4b7997edf964a5200c042fe3	{Nike Outlet Store}	{45.999092,-123.917612,Seaside,OR,United States}	{Shop & Service,Clothing Store,}
1105	Tue Jul 05 17:20:00 +0000 2011	4bc786092f94d13a1516127f	{Fort Clatsop National Memorial}	{46.134231402577456,-123.8802543886687,Astoria,OR,United States}	{Arts & Entertainment,}
1105	Tue Jul 05 17:19:28 +0000 2011	4bd8b82311dcc928d27bf733	{Port of Astoria}	{46.16295574634844,-123.8960659177307,Warrenton,OR,United States}	{Travel & Transport,}
1105	Tue Jul 05 17:10:43 +0000 2011	4bae6688f964a5204cad3be3	{Astoria?CMegler Bridge}	{46.19325970519135,-123.85110855102539,Astoria,OR,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Tue Jul 05 16:58:50 +0000 2011	4bae6688f964a5204cad3be3	{Astoria?CMegler Bridge}	{46.19325970519135,-123.85110855102539,Astoria,OR,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Tue Jul 05 16:55:26 +0000 2011	4bccc8d70687ef3bb2e3dfcc	{Dismal Nitch}	{46.24896216749266,-123.86149406433105,Naselle,WA,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Tue Jul 05 16:49:51 +0000 2011	4bae6688f964a5204cad3be3	{Astoria?CMegler Bridge}	{46.19325970519135,-123.85110855102539,Astoria,OR,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Tue Jul 05 16:49:07 +0000 2011	4c703334d7fab1f787c55dc9	{Columbia River}	{46.19265553952051,-123.80932604654136,Astoria,OR,United States}	{Outdoors & Recreation,}
1105	Mon Jul 04 22:36:37 +0000 2011	4e12407122713f7d7bd8739a	{Fireworks}	{46.97663,-123.836185,Aberdeen,WA,United States}	{}
1105	Mon Jul 04 18:16:58 +0000 2011	4c71a112376da093dd68a4c6	{Safeway}	{46.97191776659927,-123.81915293076891,Aberdeen,WA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Mon Jul 04 16:23:19 +0000 2011	4c561a0e80a0b7131f244236	{Sam Benn Memorial Park}	{46.98266781900384,-123.82200121879578,Aberdeen,WA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Mon Jul 04 16:22:47 +0000 2011	4c561a0e80a0b7131f244236	{Sam Benn Memorial Park}	{46.98266781900384,-123.82200121879578,Aberdeen,WA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Mon Jul 04 14:50:40 +0000 2011	4ca923c7b7106dcb20f779a5	{City Of Aberdeen}	{46.976934324691655,-123.80583812806827,Aberdeen,WA,United States}	{Outdoors & Recreation,}
1105	Mon Jul 04 07:13:40 +0000 2011	4b25a467f964a520e47424e3	{Safeway}	{47.049418606722334,-122.82928435462595,Olympia,WA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Mon Jul 04 07:13:20 +0000 2011	4b79a8f7f964a5203a092fe3	{Lowe's Home Improvement}	{47.04922178059188,-122.83134009548722,Olympia,WA,United States}	{Shop & Service,}
1105	Mon Jul 04 05:11:20 +0000 2011	4b51edf4f964a520d85b27e3	{City of Renton}	{47.48412236498005,-122.19719831441034,Renton,WA,United States}	{Outdoors & Recreation,}
1105	Mon Jul 04 04:51:49 +0000 2011	4c5f59911e5cd13aea779fed	{Mama Tim's Kitchen}	{47.438233173663065,-122.21274972819124,Renton,WA,United States}	{Residence,}
1105	Mon Jul 04 02:13:47 +0000 2011	4ca90ce0b7106dcba8ee78a5	{Din Tai Fung Dumpling House ???}	{47.61709914520768,-122.20097064971924,Bellevue,WA,United States}	{Food,}
1105	Sun Jul 03 22:08:25 +0000 2011	4bc9264bb6c49c746e0d8e91	{The 'Pen at Safeco Field}	{47.5920157725735,-122.33177661895752,Seattle,WA,United States}	{Nightlife Spot,}
1105	Sun Jul 03 22:06:22 +0000 2011	4b155088f964a520beb023e3	{Safeco Field}	{47.591549075340886,-122.33259201049805,Seattle,WA,United States}	{Stadium,Arts & Entertainment,}
1105	Sun Jul 03 19:39:15 +0000 2011	4bc37b7d4cdfc9b6c96a9721	{Pyramid Beer Garden}	{47.59157826,-122.33435153961182,Seattle,WA,United States}	{Nightlife Spot,}
1105	Sun Jul 03 18:11:18 +0000 2011	4a8e0dbbf964a520e71120e3	{Bell Harbor Conference Center}	{47.61130918933672,-122.34893285436755,Seattle,WA,United States}	{Convention Center,Professional & Other Places,}
1105	Sun Jul 03 18:10:03 +0000 2011	416dc180f964a5209b1d1fe3	{Space Needle}	{47.62049089713101,-122.3493504524231,Seattle,WA,United States}	{Outdoors & Recreation,Government Building,Arts & Entertainment,Professional & Other Places,}
1105	Sun Jul 03 18:09:07 +0000 2011	45b348a3f964a520a9411fe3	{Olympic Sculpture Park}	{47.616629055619036,-122.35526204109192,Seattle,WA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
1105	Sun Jul 03 18:07:13 +0000 2011	416dc180f964a5209b1d1fe3	{Space Needle}	{47.62049089713101,-122.3493504524231,Seattle,WA,United States}	{Outdoors & Recreation,Government Building,Arts & Entertainment,Professional & Other Places,}
1105	Sun Jul 03 18:05:52 +0000 2011	43601880f964a5202d291fe3	{EMP Museum}	{47.62152501226146,-122.34814882278442,Seattle,WA,United States}	{Museum,Arts & Entertainment,}
1105	Sun Jul 03 18:05:30 +0000 2011	4c56ef9c7329c9283ba78d80	{EMP Launch Pad}	{47.62172749394823,-122.344651222229,King,WA,United States}	{Professional & Other Places,}
1105	Sun Jul 03 18:04:43 +0000 2011	40b13b00f964a520d0f61ee3	{Northlake Tavern and Pizza}	{47.65460589646051,-122.32114434242249,Seattle,WA,United States}	{Outdoors & Recreation,Food,}
1105	Sun Jul 03 17:52:15 +0000 2011	42966300f964a52054241fe3	{Ivar's Salmon House}	{47.65353507425429,-122.32384999701837,Seattle,WA,United States}	{Nightlife Spot,Food,}
1105	Sun Jul 03 17:35:33 +0000 2011	430bb880f964a5203a271fe3	{Gas Works Park}	{47.645094396167856,-122.33576774597168,Seattle,WA,United States}	{Outdoors & Recreation,}
1105	Sun Jul 03 17:34:55 +0000 2011	42e97180f964a52093261fe3	{Lake Union}	{47.63809698933633,-122.33619689941406,Seattle,WA,United States}	{Outdoors & Recreation,}
1105	Sun Jul 03 17:18:24 +0000 2011	4a231b79f964a520b77d1fe3	{Elephant Car Wash}	{47.61829966251652,-122.34341204166412,Seattle,WA,United States}	{Shop & Service,}
1105	Sun Jul 03 17:17:54 +0000 2011	416dc180f964a5209b1d1fe3	{Space Needle}	{47.62049089713101,-122.3493504524231,Seattle,WA,United States}	{Outdoors & Recreation,Government Building,Arts & Entertainment,Professional & Other Places,}
1105	Sun Jul 03 17:16:34 +0000 2011	4276bf00f964a52083211fe3	{Cinerama}	{47.614102134096996,-122.34097724779258,Seattle,WA,United States}	{Arts & Entertainment,Movie Theater,}
1105	Sun Jul 03 16:42:22 +0000 2011	4c4750bf0f5aa593997f7d76	{Ride the Ducks - Westlake Center Stop}	{47.611459,-122.33759,Seattle,WA,United States}	{Travel & Transport,}
1105	Sun Jul 03 16:39:01 +0000 2011	47347490f964a5202b4c1fe3	{Monorail Espresso}	{47.61078512761842,-122.33499526977539,Seattle,WA,United States}	{Food,}
1105	Sun Jul 03 16:14:43 +0000 2011	4cba0a6af50e224bf15df1fb	{Sam's Club Gas}	{47.47170895062001,-122.2074271018343,Renton,WA,United States}	{Shop & Service,Professional & Other Places,}
1105	Sun Jul 03 16:14:29 +0000 2011	4b2d5f85f964a5204cd524e3	{Sam's Club}	{47.47240179,-122.2067642,Renton,WA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Sun Jul 03 05:20:49 +0000 2011	4c5f59911e5cd13aea779fed	{Mama Tim's Kitchen}	{47.438233173663065,-122.21274972819124,Renton,WA,United States}	{Residence,}
1105	Sun Jul 03 04:17:51 +0000 2011	4e0fed43483bee47ff254bef	{Tim's Joint}	{47.64434663057939,-122.32264503553544,,WA,United States}	{Residence,}
1105	Sun Jul 03 02:07:09 +0000 2011	4ba3d1f8f964a5200e6338e3	{Nike Factory Store}	{48.092075778284396,-122.18786718326608,Tulalip,WA,United States}	{Shop & Service,Clothing Store,}
1105	Sun Jul 03 02:06:40 +0000 2011	4461daeaf964a52016331fe3	{Tulalip Resort Casino}	{48.088055999973854,-122.19011306762695,Tulalip,WA,United States}	{Nightlife Spot,Travel & Transport,Arts & Entertainment,}
1105	Sun Jul 03 02:06:25 +0000 2011	4c258c15136d20a14ae8e361	{Boom City}	{48.087800881879765,-122.19541486801049,Marysville,WA,United States}	{Shop & Service,}
1105	Sun Jul 03 01:01:09 +0000 2011	4d42fa51946af04d90650977	{I 5}	{48.35991620592431,-122.33593682174252,,,United States}	{Travel & Transport,}
1105	Sun Jul 03 00:24:56 +0000 2011	4cefe4af3b03f04d505041dc	{Nike Outlet}	{48.456557393074036,-122.34030186,Burlington,WA,United States}	{Shop & Service,Clothing Store,}
1105	Sat Jul 02 23:11:43 +0000 2011	4b6619b9f964a520a9132be3	{Peace Arch Duty Free}	{49.006249817301395,-122.75835514068604,Surrey,BC,Canada}	{Shop & Service,}
1105	Sat Jul 02 20:57:07 +0000 2011	4af0f4e4f964a5204ae021e3	{Fairmont Hotel Vancouver}	{49.284017940046255,-123.12083880755014,Vancouver,BC,Canada}	{Nightlife Spot,Travel & Transport,}
1105	Sat Jul 02 20:56:43 +0000 2011	4b763888f964a520df432ee3	{Vancouver 2010 Olympic Cauldron}	{49.28958631216666,-123.1174385547638,Vancouver,BC,Canada}	{Outdoors & Recreation,}
1105	Sat Jul 02 20:41:24 +0000 2011	4b763888f964a520df432ee3	{Vancouver 2010 Olympic Cauldron}	{49.28958631216666,-123.1174385547638,Vancouver,BC,Canada}	{Outdoors & Recreation,}
1105	Sat Jul 02 20:39:31 +0000 2011	4aa81ae3f964a520594f20e3	{Shabusen Yakiniku House}	{49.28367482367194,-123.1220075292069,Vancouver,BC,Canada}	{Food,}
1105	Sat Jul 02 20:39:21 +0000 2011	4aa7b152f964a520fa4c20e3	{Hyatt Regency}	{49.285195037827734,-123.12056064605713,Vancouver,British Columbia,Canada}	{Nightlife Spot,Travel & Transport,}
1105	Sat Jul 02 20:39:06 +0000 2011	4aa84ebef964a520bf5020e3	{Burrard SkyTrain Station}	{49.28555545196798,-123.12026023864746,Vancouver,BC,Canada}	{Travel & Transport,}
1105	Sat Jul 02 20:38:44 +0000 2011	4aaa73e6f964a520025620e3	{Wendy's}	{49.28607074357327,-123.12450947837834,Vancouver,BC,Canada}	{Food,}
1105	Sat Jul 02 17:19:05 +0000 2011	4b64a901f964a52062c62ae3	{British Columbia Visitor Centre @ Peace Arch}	{49.007924801353894,-122.75711059570312,Surrey,BC,Canada}	{Travel & Transport,Government Building,Professional & Other Places,}
1105	Sat Jul 02 16:52:43 +0000 2011	4aea0cc4f964a520d3b821e3	{Pacific Highway Northbound Border Crossing}	{49.002086745263156,-122.73559927940369,Surrey/Blaine,BC/WA,Canada}	{Travel & Transport,Outdoors & Recreation,}
1105	Sat Jul 02 16:43:50 +0000 2011	4aab139cf964a520d05820e3	{Peace Arch Border Crossing}	{49.00209730294432,-122.75649905204773,Surrey/Blaine,BC/WA,Canada}	{Travel & Transport,Outdoors & Recreation,}
1105	Sat Jul 02 16:43:16 +0000 2011	4b6619b9f964a520a9132be3	{Peace Arch Duty Free}	{49.006249817301395,-122.75835514068604,Surrey,BC,Canada}	{Shop & Service,}
1105	Sat Jul 02 16:41:09 +0000 2011	4aea0cc4f964a520d3b821e3	{Pacific Highway Northbound Border Crossing}	{49.002086745263156,-122.73559927940369,Surrey/Blaine,BC/WA,Canada}	{Travel & Transport,Outdoors & Recreation,}
1105	Sat Jul 02 16:40:13 +0000 2011	4b6619b9f964a520a9132be3	{Peace Arch Duty Free}	{49.006249817301395,-122.75835514068604,Surrey,BC,Canada}	{Shop & Service,}
1105	Sat Jul 02 16:39:53 +0000 2011	4b64a901f964a52062c62ae3	{British Columbia Visitor Centre @ Peace Arch}	{49.007924801353894,-122.75711059570312,Surrey,BC,Canada}	{Travel & Transport,Government Building,Professional & Other Places,}
1105	Sat Jul 02 07:29:45 +0000 2011	4c5f59911e5cd13aea779fed	{Mama Tim's Kitchen}	{47.438233173663065,-122.21274972819124,Renton,WA,United States}	{Residence,}
1105	Sat Jul 02 06:53:49 +0000 2011	42c1e480f964a520c5251fe3	{Green Lake Park}	{47.679865116570575,-122.32739925384521,Seattle,WA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Sat Jul 02 06:04:53 +0000 2011	412d2800f964a520c70c1fe3	{Beth's Caf?}	{47.68211516622274,-122.34463512897491,Seattle,WA,United States}	{Food,}
1105	Sat Jul 02 05:52:24 +0000 2011	49de874bf964a5206c601fe3	{The Fremont Troll}	{47.651041093700194,-122.34732806682587,Seattle,WA,United States}	{Arts & Entertainment,}
1105	Sat Jul 02 05:08:20 +0000 2011	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
1105	Sat Jul 02 05:06:52 +0000 2011	4d9f169336818cfa8b7a0201	{On The Tarmac At SEA.}	{47.459987,-122.30612163333333,Seattle,WA,United States}	{}
1105	Sat Jul 02 00:36:55 +0000 2011	4d44d6b1befe236a407bf9e2	{JetBlue Airways Crew Lounge}	{33.81898731710695,-118.14338026198295,Signal Hill,CA,United States}	{Travel & Transport,}
1105	Sat Jul 02 00:36:23 +0000 2011	4a2f650bf964a520c5981fe3	{Long Beach Airport (LGB)}	{33.81851869758065,-118.1443977355957,Long Beach,CA,United States}	{Travel & Transport,}
1105	Sat Jul 02 00:34:02 +0000 2011	4bda2408c79cc92852b87de9	{Sports Authority}	{33.759876,-118.11413708,Long Beach,CA,United States}	{Shop & Service,}
1105	Fri Jul 01 23:47:18 +0000 2011	4b0077d2f964a520923e22e3	{Costco Wholesale}	{33.99453047401711,-117.92210543738791,City of Industry,CA,United States}	{Shop & Service,}
1105	Fri Jul 01 23:47:02 +0000 2011	4bd8e3f62e6f0f473c1a0908	{Costco Gasoline}	{33.993270626994935,-117.92073100805283,Rowland Heights,CA,United States}	{Shop & Service,}
1105	Fri Jul 01 23:44:37 +0000 2011	4cf981dec6cca35d886c8032	{SGV Food Truck Fest - Southlands Christian School}	{33.993437413945855,-117.91306257247925,Walnut,CA,United States}	{Food,}
1105	Fri Jul 01 18:38:17 +0000 2011	4bf69cd5d4cdb713f36484fe	{Walnut Gymnasium - Teen Center}	{34.02569353944756,-117.84459077799414,Walnut,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Fri Jul 01 06:08:57 +0000 2011	4d9c9c7cc540236a9da87c4b	{Moe's Apartment/ The Emerald Pointe}	{33.96825826134299,-117.83700405507383,,,United States}	{Residence,}
1105	Fri Jul 01 06:08:44 +0000 2011	4bbcf46b4e069c74fc259ee3	{BBQ Chicken}	{33.97449,-117.83804182,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jul 01 06:08:11 +0000 2011	4d1cf3652eb1f04d233fd2c1	{Justin Bieber's #1 fan}	{33.905978,-117.757105,Yorba Linda,CA,United States}	{Arts & Entertainment,}
1105	Fri Jul 01 02:25:21 +0000 2011	4a98e00bf964a5204e2d20e3	{Coconut Bay Bar & Grill}	{33.995706952859685,-117.88969248204084,Rowland Heights,CA,United States}	{Nightlife Spot,Food,}
1105	Fri Jul 01 01:46:18 +0000 2011	4acfac41f964a5203cd520e3	{Shabu Shabu Station}	{33.97480508,-117.83886730670929,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jul 01 01:46:17 +0000 2011	4acfac41f964a5203cd520e3	{Shabu Shabu Station}	{33.97480508,-117.83886730670929,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jul 01 01:45:47 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri Jul 01 01:45:30 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 30 14:51:32 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Thu Jun 30 01:00:44 +0000 2011	4df02058b0fbfee72f3d7e8f	{Rowland Heights Truck Fiesta}	{33.985435,-117.868353,Walnut,CA,United States}	{Food,}
1105	Wed Jun 29 19:43:59 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Wed Jun 29 19:43:43 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed Jun 29 19:43:31 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Wed Jun 29 01:58:03 +0000 2011	4c51e4c216719c745a28535a	{Southlands Christian School}	{33.98487661761621,-117.86786696731853,Walnut,CA,United States}	{Professional & Other Places,}
1105	Wed Jun 29 01:57:47 +0000 2011	4df02058b0fbfee72f3d7e8f	{Rowland Heights Truck Fiesta}	{33.985435,-117.868353,Walnut,CA,United States}	{Food,}
1105	Wed Jun 29 01:57:03 +0000 2011	4c376cfd3849c92876adbdb1	{Fantastic Sams Hair Salons}	{33.98572841,-117.871335,Rowland Heights,CA,United States}	{Shop & Service,}
1105	Tue Jun 28 21:38:59 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Tue Jun 28 21:38:44 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue Jun 28 21:38:21 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue Jun 28 21:38:21 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue Jun 28 05:21:00 +0000 2011	4ce07d5cffcf370440552082	{Bank of America ATM}	{33.97450611710866,-117.83918380737305,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Tue Jun 28 05:20:29 +0000 2011	4acfac41f964a5203cd520e3	{Shabu Shabu Station}	{33.97480508,-117.83886730670929,Diamond Bar,CA,United States}	{Food,}
1105	Tue Jun 28 02:22:57 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Tue Jun 28 02:22:57 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Tue Jun 28 02:22:39 +0000 2011	4ce07d5cffcf370440552082	{Bank of America ATM}	{33.97450611710866,-117.83918380737305,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Tue Jun 28 02:22:16 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 27 00:37:10 +0000 2011	4be5ee702468c92878c90043	{Sports Authority}	{33.855987875672675,-117.92590420920621,Fullerton,CA,United States}	{Shop & Service,}
1105	Sun Jun 26 23:43:43 +0000 2011	4ac916b2f964a5208dbe20e3	{Costco Wholesale}	{33.80397051984991,-118.0391263961792,Cypress,CA,United States}	{Shop & Service,}
1105	Sun Jun 26 18:24:27 +0000 2011	4ac916b2f964a5208dbe20e3	{Costco Wholesale}	{33.80397051984991,-118.0391263961792,Cypress,CA,United States}	{Shop & Service,}
1105	Sun Jun 26 05:33:41 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Sun Jun 26 05:33:41 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Sun Jun 26 05:33:29 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun Jun 26 05:33:19 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun Jun 26 00:04:31 +0000 2011	4b2cd5ccf964a520b7c924e3	{St. Elizabeth Ann Seton Church}	{33.98653192323944,-117.90981036934011,Rowland Heights,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sat Jun 25 04:04:38 +0000 2011	4c5cf9097f661b8db84c4a1c	{3K's BBQ haus}	{34.02258229566169,-117.9064355045557,West Covina,CA,United States}	{Food,}
1105	Fri Jun 24 22:13:37 +0000 2011	4bd1c7065e0cce726af9a184	{DoubleTree by Hilton Hotel Los Angeles - Commerce}	{34.0040899213526,-118.15093966131514,Commerce,CA,United States}	{Travel & Transport,}
1105	Fri Jun 24 16:11:02 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri Jun 24 16:10:47 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Fri Jun 24 13:52:37 +0000 2011	4b883e7cf964a520fae931e3	{AAA - Automobile Club of Southern California}	{33.97406793485968,-117.83870687397729,Diamond Bar,CA,United States}	{Travel & Transport,Shop & Service,}
1105	Fri Jun 24 13:52:26 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Fri Jun 24 13:52:12 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Thu Jun 23 23:49:05 +0000 2011	4cfab261c671721ec00fbf18	{The Shoppes at Chino Hills}	{34.00101043462731,-117.72979197563947,Chino Hills,CA,United States}	{Shop & Service,}
1105	Thu Jun 23 23:48:03 +0000 2011	4b105859f964a520546e23e3	{Barnes & Noble}	{34.000819,-117.728898,Chino Hills,CA,United States}	{Shop & Service,College & University,}
1105	Thu Jun 23 22:36:02 +0000 2011	4b418339f964a52047c725e3	{RA Sushi}	{34.00073312285557,-117.72907608413546,Chino Hills,CA,United States}	{Food,}
1105	Thu Jun 23 15:46:11 +0000 2011	4ac916b2f964a5208dbe20e3	{Costco Wholesale}	{33.80397051984991,-118.0391263961792,Cypress,CA,United States}	{Shop & Service,}
1105	Thu Jun 23 04:42:59 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu Jun 23 04:42:47 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 23 04:42:36 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Thu Jun 23 00:42:46 +0000 2011	4c51e4c216719c745a28535a	{Southlands Christian School}	{33.98487661761621,-117.86786696731853,Walnut,CA,United States}	{Professional & Other Places,}
1105	Thu Jun 23 00:42:17 +0000 2011	4df02058b0fbfee72f3d7e8f	{Rowland Heights Truck Fiesta}	{33.985435,-117.868353,Walnut,CA,United States}	{Food,}
1105	Wed Jun 22 18:58:26 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Wed Jun 22 18:57:48 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed Jun 22 18:57:26 +0000 2011	4b889ffaf964a5203a0532e3	{Starbucks}	{34.106688,-117.93823,Baldwin Park,CA,United States}	{Food,}
