2213	Thu Aug 11 20:27:41 +0000 2011	4c49036b20ab1b8d9e953216	{Ramen Jinya}	{34.141610260902546,-118.37530374526978,Studio City,CA,United States}	{Food,}
2213	Sat Jun 26 01:08:57 +0000 2010	4b5b2972f964a520aae728e3	{Jamba Juice}	{34.2874814,-118.715878,Simi Valley,CA,United States}	{Food,}
2213	Fri Jun 25 16:26:54 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jun 24 19:40:36 +0000 2010	4b3fcd67f964a52027af25e3	{NoHo Pizza & Grill}	{34.164800991759066,-118.37777137756348,North Hollywood,CA,United States}	{Food,}
2213	Thu Jun 24 16:46:22 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Thu Jun 24 15:45:20 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 23 15:43:22 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 23 02:38:31 +0000 2010	4ae515e2f964a52048a021e3	{Kabuki Japanese Resturant}	{34.166464,-118.58969,Woodland Hills,CA,United States}	{Food,}
2213	Tue Jun 22 19:54:06 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Tue Jun 22 18:03:24 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Jun 21 15:04:16 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Jun 21 04:19:37 +0000 2010	4b81b413f964a520c9b830e3	{Groovy Spoon}	{34.1699635,-118.536179,Tarzana,CA,United States}	{Food,}
2213	Mon Jun 21 02:12:32 +0000 2010	4b54be46f964a520fdc927e3	{Toppers Pizza Place}	{34.279315995952906,-118.76045823097229,Simi Valley,CA,United States}	{Food,}
2213	Sun Jun 20 20:17:25 +0000 2010	4abd1576f964a5205d8820e3	{Westfield Topanga}	{34.19036482091363,-118.60397310066374,Canoga Park,CA,United States}	{Shop & Service,}
2213	Sun Jun 20 18:40:04 +0000 2010	4aec7253f964a5202fc721e3	{Floyd's 99 Barbershop}	{34.161885,-118.517032,Encino,CA,United States}	{Shop & Service,}
2213	Sun Jun 20 18:40:04 +0000 2010	4aec7253f964a5202fc721e3	{Floyd's 99 Barbershop}	{34.161885,-118.517032,Encino,CA,United States}	{Shop & Service,}
2213	Sun Jun 20 00:06:07 +0000 2010	4b47f360f964a520e84426e3	{Chipotle Mexican Grill}	{34.28388591078211,-118.77546787261963,Simi Valley,CA,United States}	{Food,}
2213	Fri Jun 18 19:51:36 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Fri Jun 18 16:31:49 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jun 17 16:42:26 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 16 16:54:58 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 16 04:56:39 +0000 2010	4b64a921f964a5206dc62ae3	{Yogurt Zone}	{34.16934605467101,-118.6044716835022,Woodland Hills,CA,United States}	{Food,}
2213	Wed Jun 16 04:10:03 +0000 2010	4a95930ff964a520ba2320e3	{Chipotle Mexican Grill}	{34.16987866321126,-118.60536217689514,Woodland Hills,CA,United States}	{Food,}
2213	Tue Jun 15 16:52:28 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jun 15 01:41:13 +0000 2010	4ab561f2f964a5204e7420e3	{Los Angeles Valley College}	{34.175746011494866,-118.4209656715393,Van Nuys,CA,United States}	{College & University,}
2213	Mon Jun 14 23:23:20 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Jun 14 04:11:12 +0000 2010	4b64a921f964a5206dc62ae3	{Yogurt Zone}	{34.16934605467101,-118.6044716835022,Woodland Hills,CA,United States}	{Food,}
2213	Sat Jun 12 20:36:25 +0000 2010	4a35d243f964a520679d1fe3	{ESPN Zone}	{33.8092302568782,-117.92514324188232,Anaheim,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
2213	Sat Jun 12 18:31:26 +0000 2010	45db8eb5f964a520fd421fe3	{Disney California Adventure Park}	{33.80798489664312,-117.91896778777333,Anaheim,CA,United States}	{Arts & Entertainment,}
2213	Sat Jun 12 16:14:09 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
2213	Sat Jun 12 05:20:05 +0000 2010	4b54be46f964a520fdc927e3	{Toppers Pizza Place}	{34.279315995952906,-118.76045823097229,Simi Valley,CA,United States}	{Food,}
2213	Fri Jun 11 20:26:04 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Fri Jun 11 16:25:08 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jun 10 19:20:59 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Thu Jun 10 16:55:53 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jun 10 03:50:45 +0000 2010	4b527f90f964a520f77f27e3	{Firehouse Restaurant}	{34.186407216666666,-118.53533753333333,Tarzana,CA,United States}	{Food,}
2213	Wed Jun 09 17:16:54 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 09 01:24:10 +0000 2010	40db6b00f964a5207d011fe3	{Dodger Stadium}	{34.073408462960174,-118.24019819498062,Los Angeles,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
2213	Tue Jun 08 15:56:51 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jun 08 03:52:21 +0000 2010	4b64a921f964a5206dc62ae3	{Yogurt Zone}	{34.16934605467101,-118.6044716835022,Woodland Hills,CA,United States}	{Food,}
2213	Mon Jun 07 15:09:12 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Sun Jun 06 18:03:37 +0000 2010	4a1d5840f964a5206d7b1fe3	{Costco}	{34.28345153577205,-118.79621744155884,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
2213	Sun Jun 06 02:06:27 +0000 2010	4a0992a8f964a5203a741fe3	{Claim Jumper}	{34.174421233637425,-118.84691387414932,Thousand Oaks,CA,United States}	{Nightlife Spot,Food,}
2213	Sat Jun 05 23:42:23 +0000 2010	4b48f89df964a5200e6026e3	{Angeles Shooting Ranges}	{34.3073211024863,-118.36330890655518,Lakeview Terrace,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2213	Sat Jun 05 21:46:31 +0000 2010	4a525bf1f964a5208fb11fe3	{Walmart}	{34.282024287789426,-118.79190444946289,Simi Valley,CA,United States}	{Shop & Service,}
2213	Fri Jun 04 20:16:50 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Fri Jun 04 20:16:50 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Thu Jun 03 21:44:00 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Thu Jun 03 16:48:24 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jun 03 03:34:30 +0000 2010	4abd1576f964a5205d8820e3	{Westfield Topanga}	{34.19036482091363,-118.60397310066374,Canoga Park,CA,United States}	{Shop & Service,}
2213	Thu Jun 03 03:25:24 +0000 2010	4b8afa61f964a5204d8c32e3	{Williams-Sonoma}	{34.18953054288651,-118.60290375668343,Canoga Park,CA,United States}	{Shop & Service,}
2213	Wed Jun 02 19:14:38 +0000 2010	4a0782fdf964a52076731fe3	{Zankou Chicken}	{34.152115,-118.3655378,North Hollywood,CA,United States}	{Food,}
2213	Wed Jun 02 16:58:55 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jun 02 01:54:44 +0000 2010	4ab053e2f964a520156720e3	{Best Buy}	{34.28577409,-118.7777531,Simi Valley,CA,United States}	{Shop & Service,}
2213	Tue Jun 01 19:20:22 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jun 01 11:57:17 +0000 2010	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
2213	Tue Jun 01 01:13:54 +0000 2010	4b155088f964a520beb023e3	{Safeco Field}	{47.591549075340886,-122.33259201049805,Seattle,WA,United States}	{Stadium,Arts & Entertainment,}
2213	Mon May 31 23:56:07 +0000 2010	44db996df964a5209c361fe3	{Ivar's Acres of Clams}	{47.60396010455421,-122.33907254171189,Seattle,WA,United States}	{Food,}
2213	Mon May 31 19:59:30 +0000 2010	4b75fd7af964a520bf342ee3	{Duck In Burgers}	{48.24096279804681,-122.36723160568366,Stanwood,WA,United States}	{Food,}
2213	Sun May 30 17:41:54 +0000 2010	49d2a4cff964a520c65b1fe3	{Top Pot Doughnuts}	{47.63219039078676,-122.36153841018677,Seattle,WA,United States}	{Food,}
2213	Sun May 30 08:47:44 +0000 2010	4287e280f964a52041231fe3	{Dick's Drive-In}	{47.623432,-122.356499,Seattle,WA,United States}	{Food,}
2213	Sun May 30 05:44:41 +0000 2010	40b13b00f964a520a2f61ee3	{Kells Irish Restaurant & Pub}	{47.610361438205814,-122.34241025908105,Seattle,WA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2213	Sat May 29 20:18:51 +0000 2010	412bd680f964a520c00c1fe3	{Greenlake Bar & Grill}	{47.680401,-122.32567429,Seattle,WA,United States}	{Nightlife Spot,}
2213	Sat May 29 18:24:08 +0000 2010	4b985a0ff964a520673d35e3	{Green Lake Loop}	{47.67993735081184,-122.32915878295898,Seattle,WA,United States}	{Outdoors & Recreation,}
2213	Sat May 29 06:07:36 +0000 2010	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
2213	Fri May 28 19:23:59 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Fri May 28 18:42:56 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri May 28 03:02:02 +0000 2010	4b2c23adf964a52078c224e3	{Hana Grill}	{34.15576,-118.46686899662018,Sherman Oaks,CA,United States}	{Food,}
2213	Thu May 27 19:33:13 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 27 19:17:41 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Thu May 27 19:17:39 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Thu May 27 04:59:27 +0000 2010	4a6d0a70f964a52063d21fe3	{P.F. Chang's}	{34.1795271725873,-118.60347926616669,Woodland Hills,CA,United States}	{Food,}
2213	Thu May 27 02:36:04 +0000 2010	4bf3fa282d629521f70d6058	{Chaminade College Preparatory High School}	{34.208794370755754,-118.6357569694519,West Hills,CA,United States}	{School,Professional & Other Places,}
2213	Wed May 26 18:04:08 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed May 26 16:45:49 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Wed May 26 16:32:45 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue May 25 22:36:56 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Tue May 25 22:29:22 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue May 25 20:04:36 +0000 2010	4a9c467ff964a520a83620e3	{Noosh Deli}	{34.163533,-118.373595,North Hollywood,CA,United States}	{Food,}
2213	Tue May 25 17:22:23 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 24 17:02:38 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 24 15:51:53 +0000 2010	4b56502af964a520b60a28e3	{Department of Motor Vehicles}	{34.286928689103576,-118.7228536605835,Simi Valley,CA,United States}	{Government Building,Professional & Other Places,}
2213	Sun May 23 21:28:16 +0000 2010	4b54be46f964a520fdc927e3	{Toppers Pizza Place}	{34.279315995952906,-118.76045823097229,Simi Valley,CA,United States}	{Food,}
2213	Sun May 23 03:16:45 +0000 2010	49d0ec4cf964a520415b1fe3	{Granville Cafe}	{34.145205,-118.255175,Glendale,CA,United States}	{Food,}
2213	Sun May 23 02:34:24 +0000 2010	4be74f5c2468c9289f610243	{Fountain at The Americana}	{34.14414693845989,-118.25694214703292,Glendale,CA,United States}	{Outdoors & Recreation,}
2213	Sat May 22 22:09:55 +0000 2010	4a3d844ef964a52062a21fe3	{Jersey Mike's Subs}	{34.27808814913804,-118.74233722686768,Simi Valley,CA,United States}	{Food,}
2213	Sat May 22 04:43:35 +0000 2010	4548b1f6f964a5208b3c1fe3	{Bodega Wine Bar, Santa Monica}	{34.01836726786792,-118.48935127258301,Santa Monica,CA,United States}	{Nightlife Spot,Food,}
2213	Fri May 21 16:28:11 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri May 21 01:30:21 +0000 2010	45f3e6e8f964a520f1431fe3	{Sherman Oaks Galleria}	{34.154467164742876,-118.46699237823486,Sherman Oaks,CA,United States}	{Shop & Service,}
2213	Thu May 20 20:45:20 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 20 20:06:28 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Thu May 20 17:03:59 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed May 19 02:35:07 +0000 2010	4ab053e2f964a520156720e3	{Best Buy}	{34.28577409,-118.7777531,Simi Valley,CA,United States}	{Shop & Service,}
2213	Tue May 18 17:46:20 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue May 18 02:03:17 +0000 2010	49d0ec4cf964a520415b1fe3	{Granville Cafe}	{34.145205,-118.255175,Glendale,CA,United States}	{Food,}
2213	Tue May 18 01:14:57 +0000 2010	4bb79c8fb35776b0a5dfc701	{Metropolis Bikes}	{34.155834024688254,-118.36859123755727,North Hollywood,CA,United States}	{Shop & Service,}
2213	Mon May 17 22:41:48 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Mon May 17 17:13:10 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 17 03:09:56 +0000 2010	4aff322bf964a520c63522e3	{Regal Simi Valley Civic Center Stadium 16 & IMAX}	{34.28420504201194,-118.71899127960205,Simi Valley,CA,United States}	{Arts & Entertainment,Movie Theater,}
2213	Sun May 16 04:39:28 +0000 2010	4b494071f964a5207d6b26e3	{Outback Steakhouse}	{34.257817066507116,-118.54055242346725,Northridge,CA,United States}	{Food,}
2213	Sun May 16 01:33:52 +0000 2010	4abd1576f964a5205d8820e3	{Westfield Topanga}	{34.19036482091363,-118.60397310066374,Canoga Park,CA,United States}	{Shop & Service,}
2213	Sat May 15 03:02:50 +0000 2010	4a976f34f964a520902920e3	{Canoga Park Bowl}	{34.193006698477994,-118.57194731279614,Canoga Park,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2213	Sat May 15 01:24:44 +0000 2010	4bb79c8fb35776b0a5dfc701	{Metropolis Bikes}	{34.155834024688254,-118.36859123755727,North Hollywood,CA,United States}	{Shop & Service,}
2213	Sat May 15 01:24:44 +0000 2010	4bb79c8fb35776b0a5dfc701	{Metropolis Bikes}	{34.155834024688254,-118.36859123755727,North Hollywood,CA,United States}	{Shop & Service,}
2213	Fri May 14 20:57:40 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri May 14 17:28:13 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri May 14 17:20:28 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Thu May 13 20:18:20 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 13 19:24:47 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Thu May 13 17:04:49 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 13 01:13:39 +0000 2010	4bb79c8fb35776b0a5dfc701	{Metropolis Bikes}	{34.155834024688254,-118.36859123755727,North Hollywood,CA,United States}	{Shop & Service,}
2213	Wed May 12 17:04:55 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue May 11 16:59:08 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 10 20:58:05 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 10 19:31:29 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Mon May 10 16:51:18 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 10 03:24:09 +0000 2010	49d68225f964a520e15c1fe3	{Romano's Macaroni Grill}	{34.28750871,-118.71726181666666,Simi Valley,CA,United States}	{Food,}
2213	Sun May 09 23:28:14 +0000 2010	4b25661ef964a520427124e3	{The Home Depot}	{34.185528795514855,-118.59419546972336,Woodland Hills,CA,United States}	{Shop & Service,}
2213	Sun May 09 21:16:52 +0000 2010	4b1d6417f964a520dc0f24e3	{Islands Restaurant}	{34.276083,-118.569775,Northridge,CA,United States}	{Food,}
2213	Sun May 09 19:48:31 +0000 2010	4bb27603715eef3ba24285bb	{St. John Eudes School}	{34.25061285495758,-118.58042775,Chatsworth,CA,United States}	{Spiritual Center,Professional & Other Places,}
2213	Sun May 09 03:00:13 +0000 2010	3fd66200f964a520e4f01ee3	{The Cheesecake Factory}	{34.18543822575024,-118.59731554985046,Woodland Hills,CA,United States}	{Food,}
2213	Sat May 08 23:31:23 +0000 2010	4bb27603715eef3ba24285bb	{St. John Eudes School}	{34.25061285495758,-118.58042775,Chatsworth,CA,United States}	{Spiritual Center,Professional & Other Places,}
2213	Sat May 08 20:56:42 +0000 2010	4b47f360f964a520e84426e3	{Chipotle Mexican Grill}	{34.28388591078211,-118.77546787261963,Simi Valley,CA,United States}	{Food,}
2213	Sat May 08 20:42:32 +0000 2010	4a1b5826f964a520ed7a1fe3	{The Home Depot}	{34.28107854635334,-118.78704939303269,Simi Valley,CA,United States}	{Shop & Service,}
2213	Sat May 08 20:41:06 +0000 2010	4be5cc5acf200f478fbf133c	{Preferred Glass & Windows}	{34.27141363313615,-118.77412841445215,Simi Valley,CA,United States}	{Shop & Service,}
2213	Sat May 08 03:33:44 +0000 2010	4aff322bf964a520c63522e3	{Regal Simi Valley Civic Center Stadium 16 & IMAX}	{34.28420504201194,-118.71899127960205,Simi Valley,CA,United States}	{Arts & Entertainment,Movie Theater,}
2213	Sat May 08 02:41:37 +0000 2010	4a1b822bf964a520f87a1fe3	{In-N-Out Burger}	{34.28314401,-118.690977,Simi Valley,CA,United States}	{Food,}
2213	Fri May 07 19:57:33 +0000 2010	45912fe7f964a5202a401fe3	{Eclectic Cafe Wine Bar And Grille}	{34.164483150911536,-118.37424622456575,North Hollywood,CA,United States}	{Nightlife Spot,Food,}
2213	Fri May 07 19:45:00 +0000 2010	4b8d4521f964a52006f132e3	{Chase Bank}	{34.16458295,-118.36923658847809,North Hollywood,CA,United States}	{Shop & Service,}
2213	Fri May 07 17:36:33 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 06 22:51:29 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Thu May 06 17:09:22 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu May 06 03:36:11 +0000 2010	4a3d844ef964a52062a21fe3	{Jersey Mike's Subs}	{34.27808814913804,-118.74233722686768,Simi Valley,CA,United States}	{Food,}
2213	Thu May 06 01:44:26 +0000 2010	4bb27603715eef3ba24285bb	{St. John Eudes School}	{34.25061285495758,-118.58042775,Chatsworth,CA,United States}	{Spiritual Center,Professional & Other Places,}
2213	Wed May 05 19:53:53 +0000 2010	4b449b6bf964a520a4f725e3	{Starbucks}	{34.164587935930584,-118.37425231933594,North Hollywood,CA,United States}	{Food,}
2213	Wed May 05 16:58:31 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed May 05 16:58:30 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue May 04 17:40:16 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 03 17:21:37 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon May 03 02:13:23 +0000 2010	4b6e298af964a520ddae2ce3	{VONS}	{34.16902602454701,-118.5346573000223,Tarzana,CA,United States}	{Shop & Service,Food & Drink Shop,}
