399	Fri Aug 12 02:25:51 +0000 2011	4b2830dff964a5208c9024e3	{Westminster Mall}	{33.74710908,-118.0117893,Westminster,CA,United States}	{Shop & Service,Food,}
399	Sun Mar 27 12:38:00 +0000 2011	46d71bdef964a520724a1fe3	{Knott's Berry Farm}	{33.84297402663761,-118.00020217895508,Buena Park,CA,United States}	{Arts & Entertainment,}
399	Sun Mar 27 05:45:20 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 26 22:54:30 +0000 2011	4c62f26686b6be9a1c548d34	{SUBWAY}	{33.97411002786562,-117.55953329376965,Corona,CA,United States}	{Food,}
399	Sat Mar 26 08:23:04 +0000 2011	4c01d72af8492d7f72905ffa	{Land Of The Cows}	{33.975289073862854,-117.5583028793335,Corona,CA,United States}	{Outdoors & Recreation,}
399	Sat Mar 26 04:36:25 +0000 2011	4b4f7119f964a520c50627e3	{Chipotle Mexican Grill}	{34.077749609324634,-117.55754113197327,Rancho Cucamonga,CA,United States}	{Food,}
399	Fri Mar 25 21:12:57 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Mar 25 02:55:06 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Mar 24 20:29:19 +0000 2011	4bc7abd00050b7133135b93b	{Fat Burger - Fashion Island Newport Beach}	{33.616068,-117.874635,,CA,United States}	{Food,}
399	Thu Mar 24 07:43:40 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Mar 23 07:28:20 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Mar 22 23:36:18 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Mar 22 16:30:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Mar 22 05:03:53 +0000 2011	4accc75bf964a5207ac920e3	{24 Hour Fitness}	{33.6175481460698,-117.872021685558,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Mar 22 04:01:02 +0000 2011	4bd666966f64952152e770ec	{Back Bay/Newport Beach Ecological Estuary}	{33.619861756119064,-117.89168377204989,Newport Beach,CA,United States}	{Outdoors & Recreation,}
399	Mon Mar 21 23:04:12 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Mon Mar 21 21:24:34 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun Mar 20 01:42:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 19 22:37:01 +0000 2011	4ae74e8ef964a52040aa21e3	{Koji's Sushi & Shabu Shabu}	{34.1020461445603,-118.33935141563416,Los Angeles,CA,United States}	{Food,}
399	Sat Mar 19 17:37:29 +0000 2011	4aada337f964a5201b6120e3	{Level 3}	{34.10206835432926,-118.33927094936371,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
399	Sat Mar 19 17:36:44 +0000 2011	46cf28b9f964a520454a1fe3	{Hollywood & Highland Center}	{34.10232154528382,-118.33939969539642,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,}
399	Sat Mar 19 08:38:08 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 19 06:27:44 +0000 2011	4b36fec3f964a520e23e25e3	{AMF Bowling Square Lanes}	{34.128094196138605,-118.05431842803955,Arcadia,CA,United States}	{Arts & Entertainment,}
399	Sat Mar 19 06:20:26 +0000 2011	4d09a36c8ea0a14378c8e173	{Golden House Pub}	{34.127595102274704,-118.05532888880937,Arcadia,CA,United States}	{Nightlife Spot,}
399	Sat Mar 19 05:44:29 +0000 2011	4b36fec3f964a520e23e25e3	{AMF Bowling Square Lanes}	{34.128094196138605,-118.05431842803955,Arcadia,CA,United States}	{Arts & Entertainment,}
399	Sat Mar 19 02:53:36 +0000 2011	4ad916a1f964a520021821e3	{Clearman's Galley "The Boat"}	{34.12814185364118,-118.07338170671736,San Gabriel,CA,United States}	{Nightlife Spot,Food,}
399	Fri Mar 18 23:42:03 +0000 2011	4a91a5a3f964a520221b20e3	{IKEA}	{34.07409719601414,-117.87922382354736,Covina,CA,United States}	{Shop & Service,Professional & Other Places,}
399	Fri Mar 18 23:41:22 +0000 2011	4b2d3d26f964a520f8d124e3	{Chipotle Mexican Grill}	{34.0733328,-117.88203565,West Covina,CA,United States}	{Food,}
399	Fri Mar 18 22:26:15 +0000 2011	4b2d0bc9f964a52003cd24e3	{24 Hour Fitness}	{34.025807,-117.836725,City of industry,CA,United States}	{Shop & Service,}
399	Fri Mar 18 16:40:03 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Mar 17 17:09:00 +0000 2011	4bf882c55efe2d7f30f56a34	{Pain du Monde}	{33.617283699889306,-117.87499745837368,Newport Beach,CA,United States}	{Food,}
399	Thu Mar 17 04:45:15 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Mar 16 17:49:16 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed Mar 16 17:39:46 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Wed Mar 16 05:21:40 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Mar 14 19:24:43 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Mar 14 03:19:50 +0000 2011	4aecee14f964a52043cc21e3	{Chipotle Mexican Grill}	{33.86799759605351,-117.74818085004262,Anaheim,CA,United States}	{Food,}
399	Sun Mar 13 18:05:26 +0000 2011	42eeb780f964a520b1261fe3	{Harrah's Rincon Casino & Resort}	{33.266447246123036,-116.9548487663269,Valley Center,CA,United States}	{Travel & Transport,Shop & Service,Arts & Entertainment,Gym / Fitness Center,}
399	Sun Mar 13 07:26:18 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 12 06:41:04 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 12 02:09:50 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Sat Mar 12 02:09:03 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Fri Mar 11 19:30:07 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Mar 11 04:40:30 +0000 2011	4aff5daef964a520d13722e3	{Disney's Aladdin - A Musical Spectacular}	{33.80737023450549,-117.91690074747156,Anaheim,CA,United States}	{Performing Arts Venue,Arts & Entertainment,Theme Park,}
399	Fri Mar 11 00:08:21 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Thu Mar 10 17:58:51 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Thu Mar 10 17:58:28 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Mar 10 07:43:42 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Mar 09 00:52:25 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Mar 08 03:30:00 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
399	Mon Mar 07 16:45:10 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Mar 07 02:35:39 +0000 2011	4b885a22f964a52065f131e3	{Petrillo's Pizza & Italian Dinners}	{34.128235,-117.87758585,Glendora,CA,United States}	{Food,}
399	Sun Mar 06 20:53:30 +0000 2011	4b2dc680f964a52044db24e3	{Grill 'Em All Truck}	{34.07441712172156,-118.25546264648438,Los Angeles,CA,United States}	{Food,}
399	Sun Mar 06 18:47:53 +0000 2011	4a974306f964a520212920e3	{Rodeo Mexican Grill}	{34.07764,-118.2590514421463,Los Angeles,CA,United States}	{Food,}
399	Sun Mar 06 14:26:17 +0000 2011	40db6b00f964a5207d011fe3	{Dodger Stadium}	{34.073408462960174,-118.24019819498062,Los Angeles,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
399	Sun Mar 06 03:27:31 +0000 2011	4b528481f964a520be8027e3	{Tiki Bar}	{33.63636553287506,-117.93160736560822,Costa Mesa,CA,United States}	{Nightlife Spot,}
399	Sun Mar 06 01:36:58 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Mar 05 18:10:35 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
399	Sat Mar 05 18:07:43 +0000 2011	4b098edff964a520651923e3	{LA Live}	{34.044232144840485,-118.26591789722443,Los Angeles,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
399	Sat Mar 05 08:38:01 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Mar 04 23:45:44 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Mar 04 21:14:44 +0000 2011	4b2947d4f964a520319c24e3	{Pinkberry}	{33.6957444239584,-117.82665252685547,Tustin,CA,United States}	{Food,}
399	Fri Mar 04 20:51:47 +0000 2011	4b2ba6b8f964a520b6b824e3	{Chick-fil-A}	{33.69510172496676,-117.82653987407684,Tustin,CA,United States}	{Food,}
399	Fri Mar 04 19:23:19 +0000 2011	4ba80784f964a5208dc739e3	{Orange County's Credit Union}	{33.72331805241887,-117.84459650154376,Santa Ana,CA,United States}	{Shop & Service,}
399	Fri Mar 04 15:56:32 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Mar 04 06:12:49 +0000 2011	4b1c6967f964a5200f0724e3	{Applebee's Neighborhood Grill}	{34.027616799381754,-117.83557024062178,Walnut,CA,United States}	{Food,}
399	Thu Mar 03 20:49:28 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Mar 03 00:55:43 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Mar 02 20:23:06 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed Mar 02 14:11:32 +0000 2011	45a9d338f964a52025411fe3	{South Coast Plaza}	{33.69101333272498,-117.88911581039427,Costa Mesa,CA,United States}	{Shop & Service,}
399	Wed Mar 02 03:33:04 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Mar 02 02:45:20 +0000 2011	4be9b70a415e20a12f2ce4bb	{I-405 (San Diego Freeway)}	{33.835898386142745,-118.26003313064575,Southern California,CA,United States}	{Travel & Transport,}
399	Tue Mar 01 19:44:45 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Mar 01 07:05:25 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Mar 01 06:25:19 +0000 2011	4d589dc7bdac60fc3bd691d0	{Casa del Bass}	{33.84843795,-118.1305944,Lakewood,CA,United States}	{Arts & Entertainment,}
399	Mon Feb 28 17:43:53 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Feb 28 17:39:46 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Mon Feb 28 08:49:36 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Feb 28 01:32:06 +0000 2011	4ba9799cf964a52070293ae3	{Costa Mesa Bark Park}	{33.66963521227798,-117.89302845262385,Costa Mesa,CA,United States}	{Outdoors & Recreation,}
399	Mon Feb 28 01:24:04 +0000 2011	49cc5ac1f964a5206b591fe3	{Tewinkle Park}	{33.6708283142951,-117.89562623275076,Costa Mesa,CA,United States}	{Outdoors & Recreation,}
399	Mon Feb 28 01:15:25 +0000 2011	45a9d338f964a52025411fe3	{South Coast Plaza}	{33.69101333272498,-117.88911581039427,Costa Mesa,CA,United States}	{Shop & Service,}
399	Mon Feb 28 01:12:49 +0000 2011	4b1b2f03f964a52054f923e3	{Wimbledon Park}	{33.69390026666667,-117.905849,Costa Mesa?,CA,United States}	{}
399	Sun Feb 27 22:25:55 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Sun Feb 27 22:10:00 +0000 2011	4ced6ab828abb60c1fd9b709	{Little Balboa Island}	{33.605770195702725,-117.889618094346,Newport Beach,CA,United States}	{Outdoors & Recreation,}
399	Sun Feb 27 21:39:02 +0000 2011	4b7ad665f964a520ec3f2fe3	{Balboa Island}	{33.60695292714228,-117.88982391357422,Balboa,CA,United States}	{Travel & Transport,Shop & Service,}
399	Sun Feb 27 21:38:22 +0000 2011	4bacedcef964a520b51a3be3	{Balboa Island Ferry}	{33.60432583398261,-117.89935111999512,Newport Beach,CA,United States}	{Travel & Transport,}
399	Sun Feb 27 21:37:29 +0000 2011	4bfc0775d6f2c9b636964ec8	{City of Newport Beach}	{33.60184163824875,-117.90722608566284,Newport Beach,CA,United States}	{Outdoors & Recreation,}
399	Sun Feb 27 21:03:14 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Sun Feb 27 21:01:36 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun Feb 27 03:38:46 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Feb 26 21:02:37 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
399	Sat Feb 26 05:49:39 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Feb 26 02:59:18 +0000 2011	4a80e20df964a52066f61fe3	{Edwards Irvine Spectrum 21 IMAX & RPX}	{33.65195403158847,-117.74535477161407,Irvine,CA,United States}	{Arts & Entertainment,Movie Theater,}
399	Fri Feb 25 20:52:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Feb 25 03:09:08 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
399	Thu Feb 24 20:46:46 +0000 2011	4d5863fc7c0b37049039e208	{Hana Grill}	{33.616117,-117.874662,Newport Beach,CA,United States}	{Food,}
399	Thu Feb 24 19:28:15 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Feb 24 19:19:13 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Thu Feb 24 19:19:13 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Wed Feb 23 22:16:56 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Wed Feb 23 20:19:11 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed Feb 23 00:20:30 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Feb 22 08:32:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Feb 22 05:14:21 +0000 2011	4a85f33bf964a520c7ff1fe3	{IKEA}	{33.69040630593994,-117.91617393493652,Costa Mesa,CA,United States}	{Shop & Service,}
399	Mon Feb 21 23:06:40 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Feb 21 10:15:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Feb 19 22:40:19 +0000 2011	4b57a958f964a520593a28e3	{Target}	{33.75921678247587,-117.85067480982883,Santa Ana,CA,United States}	{Shop & Service,}
399	Sat Feb 19 22:05:47 +0000 2011	4b8442fdf964a520112b31e3	{El Pollo Loco}	{33.75960133801057,-117.84360632478355,Santa Ana,CA,United States}	{Food,}
399	Sat Feb 19 22:05:11 +0000 2011	4d603e625c39b1f765d1014a	{Check Into Cash}	{33.75966064,-117.842994,,,United States}	{Professional & Other Places,}
399	Sat Feb 19 11:09:53 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Feb 19 04:25:34 +0000 2011	4a5d5b13f964a52093bd1fe3	{Clubhouse 66}	{34.12841965475899,-117.8411508921685,Glendora,CA,United States}	{Music Venue,Food,Arts & Entertainment,}
399	Fri Feb 18 19:46:25 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Feb 18 05:23:47 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Feb 17 20:30:05 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Feb 17 08:53:55 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Feb 16 18:50:08 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed Feb 16 08:05:14 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Feb 16 05:38:57 +0000 2011	4b3eca43f964a5201da225e3	{Pineapple Hill Saloon & Grill}	{33.7452647,-117.81731307506561,Tustin,CA,United States}	{Nightlife Spot,}
399	Tue Feb 15 19:53:04 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Feb 15 17:17:10 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Feb 15 03:25:43 +0000 2011	4b651d32f964a520cce42ae3	{Park Newport Apartments}	{33.62727410018582,-117.8838872889299,Newport Beach,CA,United States}	{Residence,}
399	Mon Feb 14 21:08:49 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Feb 14 07:05:57 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Feb 14 05:37:52 +0000 2011	4aff6132f964a520f43722e3	{Orange County Mining Company}	{33.78649635,-117.79451966285706,Orange,CA,United States}	{Food,}
399	Sun Feb 13 18:00:12 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun Feb 13 04:32:59 +0000 2011	47053ebdf964a520554b1fe3	{House of Blues Anaheim}	{33.80930157312467,-117.92340517044067,Anaheim,CA,United States}	{Food,Arts & Entertainment,}
399	Sun Feb 13 04:32:12 +0000 2011	45db8eb5f964a520fd421fe3	{Disney California Adventure Park}	{33.80798489664312,-117.91896778777333,Anaheim,CA,United States}	{Arts & Entertainment,}
399	Sun Feb 13 04:31:01 +0000 2011	4a35d243f964a520679d1fe3	{ESPN Zone}	{33.8092302568782,-117.92514324188232,Anaheim,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
399	Sun Feb 13 04:20:08 +0000 2011	47f6995af964a520b04e1fe3	{Downtown Disney District}	{33.80917676965434,-117.92439222335815,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,}
399	Sun Feb 13 02:13:49 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
399	Sun Feb 13 01:24:10 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Feb 11 03:04:33 +0000 2011	4ce8c418e888f04d049e446b	{Sky High Sports Orange County}	{33.668354044590075,-117.87705659866333,Costa Mesa,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
399	Fri Feb 11 00:15:43 +0000 2011	4a99bb80f964a520203020e3	{Chipotle Mexican Grill}	{33.69837991456554,-117.8850975540013,Santa Ana,CA,United States}	{Food,}
399	Thu Feb 10 04:45:54 +0000 2011	3fd66200f964a520a0ee1ee3	{Canter's Delicatessen}	{34.078780432271145,-118.36171567440033,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
399	Wed Feb 09 01:25:16 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Feb 07 07:44:29 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Feb 07 00:34:35 +0000 2011	4d4ad2e8f2cc6a31686ec188	{Super Bowl Sunday}	{32.747868226330375,-97.09356307983398,Arlington,TX,United States}	{Stadium,Arts & Entertainment,}
399	Mon Feb 07 00:25:48 +0000 2011	4d4ad2e8f2cc6a31686ec188	{Super Bowl Sunday}	{32.747868226330375,-97.09356307983398,Arlington,TX,United States}	{Stadium,Arts & Entertainment,}
399	Sat Feb 05 05:39:48 +0000 2011	4d48f2644509721ec6191fb0	{NAB Records}	{34.09770076679476,-117.89560620595412,Covina,CA,United States}	{Residence,}
399	Fri Feb 04 05:59:02 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Feb 04 00:28:20 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Feb 03 03:09:12 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Feb 02 17:06:24 +0000 2011	4c11a039416620a11088d9e4	{Apple Store, Los Cerritos}	{33.862423,-118.093942,Cerritos,CA,United States}	{Shop & Service,}
399	Wed Feb 02 07:13:26 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
