516	Wed Aug 10 22:59:48 +0000 2011	4c58b1f12fa89c741f5b1323	{San Clemente Beach Trail}	{33.42108134451109,-117.61986765415615,San Clemente,CA,United States}	{Outdoors & Recreation,Beach,}
516	Wed Nov 17 16:04:52 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Nov 15 22:10:21 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Nov 15 06:12:19 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Nov 13 19:33:21 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Nov 09 16:03:51 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Nov 08 04:14:50 +0000 2010	4c44d4b9dcd61b8df9e67b56	{Zero Zero}	{37.78167112478022,-122.40177154541016,San Francisco,CA,United States}	{Nightlife Spot,Food,}
516	Sat Nov 06 21:17:16 +0000 2010	3fd66200f964a52018ed1ee3	{Slanted Door}	{37.79619516102866,-122.3938000202179,San Francisco,CA,United States}	{Food,}
516	Sat Nov 06 16:36:39 +0000 2010	49c99ac0f964a52088581fe3	{jetBlue Terminal}	{33.817876918376726,-118.14504146575928,Long Beach,CA,United States}	{Travel & Transport,Airport,}
516	Fri Nov 05 14:53:35 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Nov 03 14:54:56 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Nov 02 14:56:21 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Nov 01 16:10:32 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Nov 01 00:47:55 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Oct 29 21:41:57 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Oct 26 14:50:03 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Oct 25 15:23:17 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Oct 23 22:09:55 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Oct 22 14:54:49 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Oct 21 21:52:18 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Oct 20 22:33:36 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Oct 19 02:10:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Oct 16 16:32:17 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Oct 15 14:51:22 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Oct 14 20:42:46 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Oct 13 20:13:05 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Oct 12 18:41:16 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Oct 11 20:38:34 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Oct 09 22:15:55 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Oct 07 21:49:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Oct 06 21:47:19 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Oct 04 00:05:18 +0000 2010	4da73d74f7b15dc952f6143e	{US Border Patrol Checkpoint}	{33.445884605597705,-117.13646818550814,Rainbow,CA,United States}	{Government Building,Professional & Other Places,}
516	Sat Oct 02 17:24:06 +0000 2010	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Sat Oct 02 17:24:06 +0000 2010	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Fri Oct 01 01:21:06 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 29 03:05:47 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Sep 27 22:54:09 +0000 2010	4bcb42a0b6c49c7451ca9191	{Doheny Village Hand Car Wash}	{33.465616,-117.67853021621704,Capistrano Beach,CA,United States}	{Shop & Service,}
516	Sun Sep 26 05:55:55 +0000 2010	4be50eb5d4f7c9b6280d2520	{Santa Catalina Island}	{33.34457595368506,-118.3222542859412,Avalon,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
516	Sat Sep 25 01:41:31 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 23 21:48:50 +0000 2010	4c8f22d7d2aea093b321d469	{Talega}	{33.461362704966945,-117.59827970283689,San Clemente,CA,United States}	{Professional & Other Places,}
516	Thu Sep 23 21:48:30 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 22 22:21:18 +0000 2010	4c8f22d7d2aea093b321d469	{Talega}	{33.461362704966945,-117.59827970283689,San Clemente,CA,United States}	{Professional & Other Places,}
516	Wed Sep 22 16:33:40 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Sep 21 11:56:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Sep 20 15:47:14 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Sep 19 18:28:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Sep 18 20:14:22 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Sep 17 14:50:01 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 16 01:46:21 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 16 01:45:13 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Thu Sep 16 01:45:10 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Wed Sep 15 07:05:12 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 15 02:29:54 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Tue Sep 14 15:00:37 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Sep 14 07:25:14 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Sep 14 00:08:02 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Sep 13 17:13:03 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Sep 13 03:28:59 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Sep 12 19:32:35 +0000 2010	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Sun Sep 12 05:34:25 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Sun Sep 12 01:45:03 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Sep 12 01:35:59 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Sat Sep 11 13:45:02 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Sep 11 02:10:39 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Fri Sep 10 14:44:33 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 09 20:56:00 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 09 04:31:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 08 16:01:17 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 08 02:58:59 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Sep 07 05:06:14 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Sep 06 19:33:22 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Mon Sep 06 16:51:18 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Mon Sep 06 06:27:36 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Sep 05 15:20:35 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Sep 05 05:47:16 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Sep 04 16:33:58 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Sep 04 16:33:58 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Sep 03 14:26:51 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Sep 02 16:58:06 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Sep 01 14:35:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Aug 31 22:03:57 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Aug 31 01:16:50 +0000 2010	45db8eb5f964a520fd421fe3	{Disney California Adventure Park}	{33.80798489664312,-117.91896778777333,Anaheim,CA,United States}	{Arts & Entertainment,}
516	Mon Aug 30 16:07:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Aug 29 22:41:35 +0000 2010	4ad241c1f964a52076e020e3	{Metrolink San Clemente Pier Station}	{33.41949627318349,-117.6197576522827,San Clemente,CA,United States}	{Travel & Transport,}
516	Sun Aug 29 18:48:29 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Aug 28 18:04:24 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Aug 27 19:35:58 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Aug 26 22:24:48 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Aug 26 05:50:47 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Thu Aug 26 00:37:04 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Aug 24 04:49:57 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Aug 19 13:11:54 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Aug 19 01:04:08 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Aug 18 20:04:04 +0000 2010	4bbf85074cdfc9b66f669121	{Billy's Meats, Seafood, and Deli}	{33.42691991,-117.61319517902906,San Clemente,CA,United States}	{Food,}
516	Wed Aug 18 00:30:43 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Aug 16 20:48:43 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Aug 16 00:50:50 +0000 2010	4b79dbf9f964a52093162fe3	{Talega Golf Club}	{33.46324233985092,-117.59623940829897,San Clemente,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
516	Sun Aug 15 16:38:23 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Aug 14 16:51:26 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Aug 14 04:11:41 +0000 2010	4b9561a3f964a520969f34e3	{Sundried Tomato Cafe}	{33.4635175423915,-117.59892731983288,San Clemente,CA,United States}	{Food,}
516	Sat Aug 14 01:15:52 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Aug 12 02:03:49 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Wed Aug 11 15:59:58 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Aug 10 14:48:01 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Aug 10 14:46:12 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Sun Aug 08 19:12:20 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Aug 08 19:11:10 +0000 2010	4b919332f964a520ccc633e3	{Carnival Cruise Paradise}	{33.751391054166746,-118.18774223327637,Long Beach,CA,United States}	{Nightlife Spot,Travel & Transport,}
516	Sun Aug 01 23:08:37 +0000 2010	4b919332f964a520ccc633e3	{Carnival Cruise Paradise}	{33.751391054166746,-118.18774223327637,Long Beach,CA,United States}	{Nightlife Spot,Travel & Transport,}
516	Sun Aug 01 02:23:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jul 30 01:15:47 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jul 28 17:45:26 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Wed Jul 28 17:45:09 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jul 27 23:42:32 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jul 26 19:57:20 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jul 25 21:25:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jul 25 17:01:51 +0000 2010	4bc206d5abf49521e1ccc193	{Worship Life Calvary Chapel}	{33.46836434811474,-117.59842871225291,San Clemente,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Sun Jul 25 00:14:05 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Jul 24 02:34:46 +0000 2010	4ab94abff964a520cd7e20e3	{Fratello's Italian Family Restaurant}	{33.45819588,-117.6533442735672,San Clemente,CA,United States}	{Food,}
516	Sat Jul 24 01:39:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jul 23 01:13:09 +0000 2010	4bd8da3f0115c9b600a17580	{Vista Del Mar Middle School}	{33.467717586825465,-117.59818227354008,San Clemente,CA,United States}	{College & University,}
516	Thu Jul 22 17:47:19 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jul 22 17:47:16 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Wed Jul 21 20:56:13 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Wed Jul 21 20:55:34 +0000 2010	4b9561a3f964a520969f34e3	{Sundried Tomato Cafe}	{33.4635175423915,-117.59892731983288,San Clemente,CA,United States}	{Food,}
516	Wed Jul 21 18:56:48 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jul 21 06:05:41 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jul 21 06:05:27 +0000 2010	4bcb42a0b6c49c7451ca9191	{Doheny Village Hand Car Wash}	{33.465616,-117.67853021621704,Capistrano Beach,CA,United States}	{Shop & Service,}
516	Wed Jul 21 06:05:27 +0000 2010	4bcb42a0b6c49c7451ca9191	{Doheny Village Hand Car Wash}	{33.465616,-117.67853021621704,Capistrano Beach,CA,United States}	{Shop & Service,}
516	Wed Jul 21 06:00:09 +0000 2010	4b9561a3f964a520969f34e3	{Sundried Tomato Cafe}	{33.4635175423915,-117.59892731983288,San Clemente,CA,United States}	{Food,}
516	Wed Jul 21 05:59:11 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Mon Jul 19 23:46:12 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jul 19 17:24:08 +0000 2010	4ac39d7af964a520079c20e3	{South Coast Winery Resort & Spa}	{33.53395431879405,-117.05413341522217,Temecula,CA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
516	Mon Jul 19 03:31:24 +0000 2010	4b773753f964a520ad882ee3	{Pechanga Resort and Casino}	{33.45559506542474,-117.10577130317688,Temecula,CA,United States}	{Nightlife Spot,Travel & Transport,Arts & Entertainment,Hotel,}
516	Mon Jul 19 01:37:16 +0000 2010	4b099daef964a520691a23e3	{La Cereza Winery}	{33.53063,-117.05954931666666,Temecula,CA,United States}	{Nightlife Spot,Food,}
516	Mon Jul 19 01:36:57 +0000 2010	4b91ea42f964a52033df33e3	{Bella Vista Winery}	{33.525307,-117.06416823333333,Temecula,CA,United States}	{Food,}
516	Mon Jul 19 01:36:15 +0000 2010	4a357031f964a520fc9c1fe3	{Wiens Family Cellars}	{33.538514948595115,-117.0480865138491,Temecula,CA,United States}	{Nightlife Spot,Food,}
516	Sun Jul 18 17:07:51 +0000 2010	4ac39d7af964a520079c20e3	{South Coast Winery Resort & Spa}	{33.53395431879405,-117.05413341522217,Temecula,CA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
516	Sun Jul 18 01:58:46 +0000 2010	4ac39d7af964a520079c20e3	{South Coast Winery Resort & Spa}	{33.53395431879405,-117.05413341522217,Temecula,CA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
516	Sat Jul 17 18:41:40 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Jul 17 02:20:04 +0000 2010	4bc13b28f8219c748e28b310	{Sushi Taka-O}	{33.429769566666664,-117.614699,San Clemente,CA,United States}	{Food,}
516	Fri Jul 16 16:05:06 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jul 16 14:56:25 +0000 2010	4bcb42a0b6c49c7451ca9191	{Doheny Village Hand Car Wash}	{33.465616,-117.67853021621704,Capistrano Beach,CA,United States}	{Shop & Service,}
516	Tue Jul 13 15:38:23 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Tue Jul 13 00:24:58 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jul 12 16:09:28 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Mon Jul 12 16:09:27 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Mon Jul 12 00:26:42 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jul 09 04:53:48 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jul 08 16:12:39 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Thu Jul 08 03:57:52 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jul 07 17:48:54 +0000 2010	4b247232f964a5209d6724e3	{Pho Bo Vang}	{33.624714980026845,-117.71464347839355,Lake Forest,CA,United States}	{Food,}
516	Tue Jul 06 22:46:01 +0000 2010	4a7c924bf964a520e6ec1fe3	{Rainbow Sandals}	{33.43636261,-117.624584,San Clemente,CA,United States}	{Shop & Service,Clothing Store,}
516	Tue Jul 06 21:41:05 +0000 2010	4a8db0ecf964a520891020e3	{Ralphs}	{33.46223660955767,-117.59804248809814,San Clemente,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
