3104	Sat May 14 15:53:11 +0000 2011	4b76d702f964a52027632ee3	{Island Packers}	{34.2443134951612,-119.26533,Ventura,CA,United States}	{Travel & Transport,}
3104	Thu Jan 06 04:17:03 +0000 2011	4a8e02c9f964a520bb1120e3	{Marukai Market}	{34.05011710339291,-118.24220180511475,Los Angeles,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3104	Thu Jan 06 04:16:45 +0000 2011	4b4b98c7f964a52072a126e3	{Onizuka Tattoo}	{34.05048425587227,-118.24180374685506,Los Angeles,CA,United States}	{Shop & Service,}
3104	Thu Jan 06 04:03:20 +0000 2011	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Thu Jan 06 03:13:15 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 06 02:22:16 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 06 02:22:06 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Jan 05 15:59:10 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 05 06:37:33 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 05 04:54:48 +0000 2011	4c107a76f1b6a5931c0a7c27	{Mignon Wine And Cheese Bar}	{34.044839,-118.249341,Los Angeles,CA,United States}	{Food,}
3104	Wed Jan 05 02:56:13 +0000 2011	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Wed Jan 05 02:56:12 +0000 2011	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Wed Jan 05 02:09:16 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Jan 05 02:08:56 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 05 00:49:47 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Jan 05 00:49:38 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Jan 04 17:26:27 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Jan 04 16:37:44 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 04 08:08:56 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 04 03:04:24 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 04 00:32:11 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Jan 04 00:31:58 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 03 15:33:43 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 03 02:06:52 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
3104	Sun Jan 02 19:26:03 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 02 19:02:25 +0000 2011	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Sun Jan 02 15:59:43 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 02 04:09:40 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 01 22:20:23 +0000 2011	4a185165f964a5209e791fe3	{Ralphs}	{34.04545626030918,-118.26074509562864,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
3104	Sat Jan 01 18:07:56 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 01 08:17:05 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 31 23:40:40 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 31 21:11:18 +0000 2010	4ac7d43ef964a520fcb920e3	{Room & Board}	{34.03017196162805,-118.38461415762312,Los Angeles,CA,United States}	{Shop & Service,}
3104	Fri Dec 31 18:58:13 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 31 06:19:27 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 31 06:17:36 +0000 2010	4aa55181f964a520004820e3	{Syrup Desserts}	{34.045723,-118.251083,Los Angeles,CA,United States}	{Food,}
3104	Fri Dec 31 04:17:06 +0000 2010	431e2d80f964a52081271fe3	{Cole's}	{34.04481888109261,-118.24954032897949,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Fri Dec 31 03:13:32 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 30 19:35:16 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 30 19:34:14 +0000 2010	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Thu Dec 30 18:01:47 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 30 18:01:38 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 30 16:29:16 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 30 01:54:57 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 29 17:58:43 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 29 17:58:36 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 29 16:47:36 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Dec 29 16:33:42 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 29 16:33:41 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 29 04:58:03 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 29 02:51:55 +0000 2010	4b685934f964a52018732be3	{9100 Wilshire}	{34.066919056180346,-118.39018301973152,Beverly Hills,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 29 02:51:42 +0000 2010	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Wed Dec 29 01:54:47 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 29 01:46:14 +0000 2010	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Wed Dec 29 01:46:14 +0000 2010	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Tue Dec 28 23:51:19 +0000 2010	4bb81ad7b35776b033abc801	{Santee Court Gallery}	{34.043077,-118.250522,Los Angeles,CA,United States}	{}
3104	Tue Dec 28 23:51:19 +0000 2010	4bb81ad7b35776b033abc801	{Santee Court Gallery}	{34.043077,-118.250522,Los Angeles,CA,United States}	{}
3104	Tue Dec 28 23:46:28 +0000 2010	4b0da800f964a520484d23e3	{New Moon Restaurant}	{34.041591,-118.255127,Los Angeles,CA,United States}	{Food,}
3104	Tue Dec 28 23:45:29 +0000 2010	4b6f3764f964a520c2e42ce3	{Big Wangs}	{34.04552340372847,-118.25853645801544,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Tue Dec 28 19:16:33 +0000 2010	4c812c8d47cc224b669a799f	{Hart productions}	{34.197345,-118.382332,North Hollywood,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 28 17:53:18 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 28 17:53:08 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 28 16:21:11 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 28 06:34:42 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 28 05:34:46 +0000 2010	4bb81ad7b35776b033abc801	{Santee Court Gallery}	{34.043077,-118.250522,Los Angeles,CA,United States}	{}
3104	Tue Dec 28 05:34:24 +0000 2010	4a090392f964a5202d741fe3	{Santee Court}	{34.04232570750989,-118.25060942194283,Los Angeles,CA,United States}	{Food,Residence,}
3104	Tue Dec 28 03:30:35 +0000 2010	4b6f3764f964a520c2e42ce3	{Big Wangs}	{34.04552340372847,-118.25853645801544,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Tue Dec 28 01:43:00 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 27 18:47:24 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 27 16:12:37 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 27 05:17:30 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Mon Dec 27 05:17:11 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 27 02:15:06 +0000 2010	4a5821d3f964a5206bb71fe3	{Purgatory Pizza}	{34.04750803697157,-118.22573840618134,Los Angeles,CA,United States}	{Food,}
3104	Sun Dec 26 18:30:38 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 26 18:30:37 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 26 11:58:57 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 25 19:00:39 +0000 2010	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3104	Sat Dec 25 18:02:06 +0000 2010	3fd66200f964a52031f11ee3	{Tonga Room & Hurricane Bar}	{37.792261319862405,-122.40963578224182,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3104	Sat Dec 25 05:38:25 +0000 2010	42accc80f964a52050251fe3	{Clift Hotel}	{37.7869508423918,-122.41118473166134,San Francisco,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 18:10:19 +0000 2010	455f7871f964a520913d1fe3	{Powell St. BART Station}	{37.78504797811959,-122.4070076486654,San Francisco,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 18:09:01 +0000 2010	455f77abf964a520903d1fe3	{Montgomery St. BART Station}	{37.78924297213801,-122.40164279937744,San Francisco,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 16:45:42 +0000 2010	4aaaf29ef964a520395820e3	{Venticello}	{37.79430735885291,-122.41314822556159,San Francisco,CA,United States}	{Food,}
3104	Fri Dec 24 16:28:19 +0000 2010	3fd66200f964a52031f11ee3	{Tonga Room & Hurricane Bar}	{37.792261319862405,-122.40963578224182,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3104	Fri Dec 24 16:28:07 +0000 2010	4698fe39f964a520f9481fe3	{The Fairmont San Francisco}	{37.79235252013811,-122.41054313133543,San Francisco,CA,United States}	{Nightlife Spot,Travel & Transport,}
3104	Fri Dec 24 04:59:55 +0000 2010	4697972cf964a520e7481fe3	{Pleasant Hill/Contra Costa Centre BART Station}	{37.928387016887655,-122.0560757893509,Walnut Creek,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 04:55:00 +0000 2010	468eea22f964a5208c481fe3	{Walnut Creek BART Station}	{37.90553809576329,-122.06735372543335,Walnut Creek,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:54:22 +0000 2010	468eea22f964a5208c481fe3	{Walnut Creek BART Station}	{37.90553809576329,-122.06735372543335,Walnut Creek,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:53:38 +0000 2010	4813c27cf964a520494f1fe3	{Downtown Berkeley BART Station}	{37.870191015950546,-122.26809986176693,Berkeley,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 04:50:00 +0000 2010	415f4100f964a5205a1d1fe3	{Lafayette BART Station}	{37.89323912129396,-122.12466169982847,Lafayette,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:49:48 +0000 2010	4813c23ff964a520484f1fe3	{North Berkeley BART Station}	{37.874045946766195,-122.28321890895904,Berkeley,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:45:34 +0000 2010	468ee5b5f964a52088481fe3	{Orinda BART Station}	{37.87818582209693,-122.18400886442429,Orinda,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:41:40 +0000 2010	46478dbbf964a52099461fe3	{Rockridge BART Station}	{37.84471981641892,-122.25151074597142,Oakland,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 04:37:48 +0000 2010	468eec84f964a5208d481fe3	{MacArthur BART Station}	{37.82938707949219,-122.26697444915771,Oakland,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
3104	Fri Dec 24 04:32:59 +0000 2010	468eecd5f964a5208e481fe3	{19th St. Oakland BART Station}	{37.8075970299193,-122.26890563964844,Oakland,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 04:29:10 +0000 2010	468eecfdf964a5208f481fe3	{12th St. Oakland City Center BART Station}	{37.803155172813554,-122.27197408676147,Oakland,CA,United States}	{Travel & Transport,Train Station,}
3104	Fri Dec 24 04:20:28 +0000 2010	468eed4bf964a52090481fe3	{West Oakland BART Station}	{37.80489295406824,-122.29519665241241,Oakland,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 04:05:18 +0000 2010	455f7871f964a520913d1fe3	{Powell St. BART Station}	{37.78504797811959,-122.4070076486654,San Francisco,CA,United States}	{Travel & Transport,}
3104	Fri Dec 24 03:31:20 +0000 2010	4aaaf29ef964a520395820e3	{Venticello}	{37.79430735885291,-122.41314822556159,San Francisco,CA,United States}	{Food,}
3104	Fri Dec 24 01:33:05 +0000 2010	4698fe39f964a520f9481fe3	{The Fairmont San Francisco}	{37.79235252013811,-122.41054313133543,San Francisco,CA,United States}	{Nightlife Spot,Travel & Transport,}
3104	Fri Dec 24 00:06:59 +0000 2010	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3104	Thu Dec 23 20:23:26 +0000 2010	4bfc1f2fd6f2c9b64ac04ec8	{Gate 36}	{33.94663528032748,-118.40692698955536,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
3104	Thu Dec 23 20:23:12 +0000 2010	4c0fc05a336220a1d245ce77	{Virgin America}	{33.946546278358845,-118.40718984603882,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
3104	Thu Dec 23 20:22:45 +0000 2010	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
3104	Thu Dec 23 18:05:20 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 23 02:25:07 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 22 16:06:39 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 22 02:23:57 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 21 21:16:20 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 21 20:49:43 +0000 2010	4ba15932f964a52014af37e3	{Cooper Design Space}	{34.0407827647928,-118.25357437133789,Los Angeles,CA,United States}	{Office,Professional & Other Places,}
3104	Tue Dec 21 17:55:09 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 21 17:55:06 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 21 16:18:06 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 20 23:18:23 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 20 23:18:18 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 20 20:01:11 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 20 18:29:45 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 20 18:29:28 +0000 2010	4bc6562351b376b02b721b6f	{Bagatelle}	{34.041762,-118.255476,Los Angeles,CA,United States}	{Food,}
3104	Mon Dec 20 17:19:17 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 20 17:18:16 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 20 16:14:48 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 20 05:37:47 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 19 20:44:41 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 19 19:35:58 +0000 2010	4ca79901a6e08cfa57878694	{Waffle Fusion}	{34.026021,-118.21989,Los Angeles,CA,United States}	{Food,}
3104	Sun Dec 19 16:29:19 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 18 19:14:38 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Sat Dec 18 19:14:27 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 18 05:05:50 +0000 2010	4c7b1a69794e224bc2c76a28	{Toddy G's}	{34.034751,-118.231615,Los Angeles,CA,United States}	{Food,}
3104	Sat Dec 18 02:58:12 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sat Dec 18 02:58:05 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 17 21:59:48 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 17 17:44:14 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Dec 17 17:44:06 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Dec 17 16:23:27 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Dec 17 16:23:11 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Fri Dec 17 16:23:11 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Fri Dec 17 08:29:26 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 16 18:08:50 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 16 18:08:41 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 16 13:37:25 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 16 13:37:07 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
